,text,favourite_count,retweet_count,created_at
169,"'पहले गे कपल' ने रचाई हैदराबाद में शादी, 8 सालों से कर रहे थे एक दूसरे को डेट! 

#Hyderabad #SocialMedia #ViralNews… https://t.co/nZKw09KN7k",5,4,2021-12-20 09:39:30+00:00
170,"...amenities like #food &amp; #medical aid, they provide #skill training to help members explore #livelihood opportunit… https://t.co/3Bfni3CO0u",0,0,2021-12-20 09:29:46+00:00
171,"RT @LgbtqIndia: Bengaluru: Over 5,000 people take part in Namma Pride march, demand legalisation of same sex marriage https://t.co/dwMTECdk…",0,0,2021-12-20 09:26:14+00:00
172,Congratulations to the happy couple. A change is coming where love wins. https://t.co/x9zBCNYNZ7,0,0,2021-12-20 08:54:13+00:00
173,@LgbtqIndia @TelanganaToday The change is coming!,0,0,2021-12-20 08:52:32+00:00
174,"Telangana gay couple became the first to have same-sex marriage in India.
https://t.co/2IHLc3Rg4X 
#samesexwedding #gaywedding #lgbtqindia",2,0,2021-12-20 08:50:26+00:00
175,RT @DoFactCheck: तमिलनाडु में माँ ने अपने बेटी को मार डाला । घर - परिवार - सिस्टम - समाज ने एक और LGBTQ+ Person को मौत के घाट उतार दिया । L…,0,0,2021-12-20 08:31:32+00:00
176,"RT @DoFactCheck: कृपया इन Accounts को Follow करके LGBTQ+ Rights का समर्थन करे :-

1. @LgbtqIndia 

2. @SatrangiSalaam

3. @AIQAlgbtqia 

4.…",0,0,2021-12-20 06:58:18+00:00
177,तमिलनाडु में माँ ने अपने बेटी को मार डाला । घर - परिवार - सिस्टम - समाज ने एक और LGBTQ+ Person को मौत के घाट उतार… https://t.co/ILM3O95G8l,5,1,2021-12-20 06:54:10+00:00
178,"RT @LgbtqIndia: Umadevi was unable to accept her daughter Akshita's gender identity, she wanted to take her for hormone treatment with help…",0,0,2021-12-20 06:26:05+00:00
179,"RT @LgbtqIndia: Umadevi was unable to accept her daughter Akshita's gender identity, she wanted to take her for hormone treatment with help…",0,0,2021-12-20 06:23:03+00:00
180,"RT @LgbtqIndia: Bengaluru: Over 5,000 people take part in Namma Pride march, demand legalisation of same sex marriage https://t.co/dwMTECdk…",0,0,2021-12-20 06:18:54+00:00
181,"I am there, I am there 😃😃😃 https://t.co/d54eMMjX2G",2,0,2021-12-20 06:13:33+00:00
182,"RT @LgbtqIndia: Bengaluru: Over 5,000 people take part in Namma Pride march, demand legalisation of same sex marriage https://t.co/dwMTECdk…",0,0,2021-12-20 06:11:59+00:00
183,RT @LgbtqIndia: Hyderabad: Gay wedding officiated by trans woman for first time in India https://t.co/Po1hXVSB1H via @TelanganaToday,0,0,2021-12-20 05:57:39+00:00
184,"RT @LgbtqIndia: Bengaluru: Over 5,000 people take part in Namma Pride march, demand legalisation of same sex marriage https://t.co/dwMTECdk…",0,0,2021-12-20 05:29:02+00:00
185,"RT @LgbtqIndia: Bengaluru: Over 5,000 people take part in Namma Pride march, demand legalisation of same sex marriage https://t.co/dwMTECdk…",0,0,2021-12-20 05:13:33+00:00
186,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-20 04:09:00+00:00
187,Wohooo! Years of struggle finally starting to pay off. Hearts to the couple! ❤️❤️❤️ https://t.co/bpVFhWWACs,0,0,2021-12-20 03:30:28+00:00
188,"RT @DoFactCheck: कृपया इन Accounts को Follow करके LGBTQ+ Rights का समर्थन करे :-

1. @LgbtqIndia 

2. @SatrangiSalaam

3. @AIQAlgbtqia 

4.…",0,0,2021-12-20 03:29:30+00:00
189,"RT @DoFactCheck: कृपया इन Accounts को Follow करके LGBTQ+ Rights का समर्थन करे :-

1. @LgbtqIndia 

2. @SatrangiSalaam

3. @AIQAlgbtqia 

4.…",0,0,2021-12-20 03:19:40+00:00
190,"कृपया इन Accounts को Follow करके LGBTQ+ Rights का समर्थन करे :-

1. @LgbtqIndia 

2. @SatrangiSalaam

3.… https://t.co/yTbccONAKC",4,3,2021-12-20 03:16:22+00:00
191,RT @LgbtqIndia: Hyderabad: Gay wedding officiated by trans woman for first time in India https://t.co/Po1hXVSB1H via @TelanganaToday,0,0,2021-12-19 23:16:23+00:00
192,RT @LgbtqIndia: Hyderabad: Gay wedding officiated by trans woman for first time in India https://t.co/Po1hXVSB1H via @TelanganaToday,0,0,2021-12-19 21:51:25+00:00
193,RT @LgbtqIndia: Fighting the good fight @chefritudalmia @MenakaGuruswamy  https://t.co/FGsyyH7jUz,0,0,2021-12-19 19:50:38+00:00
194,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-19 19:24:37+00:00
195,@airtelindia @Airtel_Presence this was an interesting use case for a company to adopt to quickly changing social no… https://t.co/crRFZcbQe7,1,0,2021-12-19 18:18:36+00:00
196,"@airtelindia @Airtel_Presence ..out loud that if the Indian government can recognise gender X, why not a phone comp… https://t.co/67hIQWQz4W",1,0,2021-12-19 18:16:26+00:00
197,"@airtelindia @Airtel_Presence experienced this yesterday. A prospective transgender customer, who underwent a facia… https://t.co/AumXjXhPEU",1,0,2021-12-19 18:13:43+00:00
198,"RT @LgbtqIndia: Saudi Arabia: Anything other than male and female is against nature, rejects UN resolution on sexual orientation. https://t…",0,0,2021-12-19 18:06:59+00:00
199,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-19 18:06:22+00:00
200,RT @LgbtqIndia: Fighting the good fight @chefritudalmia @MenakaGuruswamy  https://t.co/FGsyyH7jUz,0,0,2021-12-19 18:04:29+00:00
201,RT @LgbtqIndia: Fighting the good fight @chefritudalmia @MenakaGuruswamy  https://t.co/FGsyyH7jUz,0,0,2021-12-19 17:46:27+00:00
202,RT @LgbtqIndia: Fighting the good fight @chefritudalmia @MenakaGuruswamy  https://t.co/FGsyyH7jUz,0,0,2021-12-19 17:45:54+00:00
203,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-19 17:31:35+00:00
204,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-19 16:52:45+00:00
205,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-19 16:52:19+00:00
206,"RT @LgbtqIndia: Saudi Arabia: Anything other than male and female is against nature, rejects UN resolution on sexual orientation. https://t…",0,0,2021-12-19 16:33:23+00:00
207,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-19 16:24:00+00:00
208,RT @LgbtqIndia: 'I now pronounce you husband and husband': Telangana's first gay wedding takes place in Hyderabad https://t.co/5El9GGVJ8E v…,0,0,2021-12-19 16:14:27+00:00
209,@ZoyaTripathy @BJD4Odisha @CMO_Odisha @GovernorOdisha @pranabpdas @jenapratap66 @bjd_odisha @Sadhana03255748… https://t.co/97NsNPqhB4,0,0,2021-12-19 02:39:14+00:00
210,Such an idol from the transgenders to always empower @MeeraParida its an honor for @BJD4Odisha to have you… https://t.co/THT5oLa6XA,10,0,2021-12-18 19:28:54+00:00
211,RT @LgbtqIndia: https://t.co/0dSb15GWSm is looking to enter into matchmaking for LGBTQ+ https://t.co/AROMIfIz0v via @BiIndia,0,0,2021-12-18 14:15:24+00:00
212,"@LgbtqIndia @BiIndia OMG ! Such a great initiative 
Must be appreciate 😃",2,0,2021-12-18 13:34:44+00:00
213,RT @LgbtqIndia: https://t.co/0dSb15GWSm is looking to enter into matchmaking for LGBTQ+ https://t.co/AROMIfIz0v via @BiIndia,0,0,2021-12-18 13:04:41+00:00
214,RT @LgbtqIndia: https://t.co/0dSb15GWSm is looking to enter into matchmaking for LGBTQ+ https://t.co/AROMIfIz0v via @BiIndia,0,0,2021-12-18 12:26:55+00:00
215,"RT @UvEnglish: Tough to get representation right when closeted gay actors fear getting typecast:@ayushmannk
https://t.co/clofPtJDjA
@LgbtqI…",0,0,2021-12-18 11:26:47+00:00
216,"RT @UvEnglish: Tough to get representation right when closeted gay actors fear getting typecast:@ayushmannk
https://t.co/clofPtJDjA
@LgbtqI…",0,0,2021-12-18 10:41:20+00:00
217,"RT @UvEnglish: Tough to get representation right when closeted gay actors fear getting typecast:@ayushmannk
https://t.co/clofPtJDjA
@LgbtqI…",0,0,2021-12-18 10:16:37+00:00
218,Tough to get representation right when closeted gay actors fear getting typecast:@ayushmannk… https://t.co/AHgqJNCyXb,2,3,2021-12-18 09:40:43+00:00
219,"RT @LgbtqIndia: Why LGBTQIA+ community is upset with Ranveer, Ayushmann https://t.co/2A5AYquG6c",0,0,2021-12-18 07:37:57+00:00
220,"RT @LgbtqIndia: Why LGBTQIA+ community is upset with Ranveer, Ayushmann https://t.co/2A5AYquG6c",0,0,2021-12-18 05:31:16+00:00
221,"RT @LgbtqIndia: As a 12-year-old queer kid, I was enthralled by Anne Rice's fictional worlds: @RakeshSatyal
https://t.co/a29W9sP5a9",0,0,2021-12-18 00:50:49+00:00
222,"RT @LgbtqIndia: Amid protests, Kozhikode school welcomes gender-neutral uniforms  https://t.co/LUqrBOrvEC via @indiatoday",0,0,2021-12-17 20:15:59+00:00
223,RT @LgbtqIndia: Tough to get representation right when closeted gay actors fear getting typecast: Ayushmann Khurrana  https://t.co/Y8adaLi1…,0,0,2021-12-17 16:19:30+00:00
224,"...them #avail benefits of #welfare schemes by the #government. 
Here's all you need to know about the portal (… https://t.co/V4pncjUMwJ",0,0,2021-12-17 10:15:13+00:00
225,"RT @LgbtqIndia: For the first time in the Indian Institute of Science’s history, QUASI, a student-led queer support group, will be organisi…",0,0,2021-12-17 09:34:00+00:00
226,"RT @LgbtqIndia: Transgender person found dead in TN's Cuddalore district, case booked for murder https://t.co/kOP2IhinWQ via @IndianExpress",0,0,2021-12-17 09:33:35+00:00
227,RT @LgbtqIndia: Indians &amp; Their Kinks: People Let Us In On Their Sexual Preferences https://t.co/DDMFWCnp1E #homegrown,0,0,2021-12-17 09:32:45+00:00
228,RT @LgbtqIndia: Report Steps Taken To Provide Reservation To Transgender Persons In Educational Institutions &amp; Public Appointments: Kerala…,0,0,2021-12-17 09:31:16+00:00
229,RT @LgbtqIndia: Pune: Third Pimpri-Chinchwad LGBTI Pride Walk To Be Held On December 19 https://t.co/oKNwnUao8a,0,0,2021-12-17 09:29:38+00:00
230,RT @LgbtqIndia: Report Steps Taken To Provide Reservation To Transgender Persons In Educational Institutions &amp; Public Appointments: Kerala…,0,0,2021-12-17 09:29:01+00:00
231,RT @LgbtqIndia: Aadhaar set to expand by 900K with court order to include sex workers. https://t.co/KnaepT8vDq,0,0,2021-12-17 09:28:10+00:00
232,"RT @NISD_India: ...of #welfare schemes by the #government. If anyone is having a technical problem related to the #portal, there's help ava…",0,0,2021-12-17 08:36:20+00:00
233,"...of #welfare schemes by the #government. If anyone is having a technical problem related to the #portal, there's… https://t.co/oTz2FoP0fb",3,2,2021-12-17 07:17:16+00:00
234,"RT @TOIPlus: Stealing non-binary, genderfluid fashion styles, this sense of dressing without any acknowledgement of its history and the yea…",0,0,2021-12-17 07:11:35+00:00
235,@srinicorn @LgbtqIndia @hiyer @jaiveersj @thedivasushant @alokvmenon @beinglgbti @Queerfolksjammu @LGBTQueerala… https://t.co/W8btHjboSL,0,0,2021-12-17 07:10:33+00:00
236,RT @LgbtqIndia: Tough to get representation right when closeted gay actors fear getting typecast: Ayushmann Khurrana  https://t.co/Y8adaLi1…,0,0,2021-12-17 06:56:43+00:00
237,RT @LgbtqIndia: Vaani Kapoor: Chandigarh Kare Aashiqui breaks stereotype that trans girl is a man dressed in saree https://t.co/yiyib8Qv0e…,0,0,2021-12-17 06:28:41+00:00
238,"RT @TOIPlus: Stealing non-binary, genderfluid fashion styles, this sense of dressing without any acknowledgement of its history and the yea…",0,0,2021-12-17 05:43:53+00:00
239,"RT @ivinaynirmala: If celebs want to be ""allies"", where do they disappear when the queer community pleads for support? 

@LgbtqIndia @hiyer…",0,0,2021-12-17 05:37:16+00:00
240,"RT @IndiaLgbtqQnQ: Dear Maa &amp; Paa,

My #Section377 will get read down the day you both accept me as me. 😢😔

Your Gay Son.. 😔

#Section377Ve…",0,0,2021-12-17 05:27:23+00:00
241,@ivinaynirmala @LgbtqIndia @hiyer @jaiveersj @thedivasushant @alokvmenon @beinglgbti @Queerfolksjammu @LGBTQueerala… https://t.co/UrRvTTMlTS,1,0,2021-12-17 04:45:59+00:00
242,"If celebs want to be ""allies"", where do they disappear when the queer community pleads for support? 

@LgbtqIndia… https://t.co/AKUbQBp9rw",2,1,2021-12-17 04:43:47+00:00
243,"@TOIPlus @timesofindia @ivinaynirmala @LgbtqIndia @gaysifamily @HumsafarTrust @ayushmannk Check out this video👇
https://t.co/zrsSJQPc7k",0,0,2021-12-17 03:41:40+00:00
244,@TOIPlus @timesofindia @ivinaynirmala @LgbtqIndia @gaysifamily @HumsafarTrust @ayushmannk https://t.co/L3DOhP9OsY,0,0,2021-12-17 03:37:30+00:00
245,"Stealing non-binary, genderfluid fashion styles, this sense of dressing without any acknowledgement of its history… https://t.co/Yg6hEW3aqF",20,2,2021-12-17 03:30:00+00:00
246,RT @LgbtqIndia: Take strict action against forced conversion of LGBTIQ community members: HC to Kerala govt https://t.co/s4fKfQyo3X,0,0,2021-12-17 03:10:41+00:00
247,Essential move. Appreciable! All schools should follow soon. https://t.co/nWPpOaK4Ia,0,0,2021-12-16 11:47:40+00:00
248,"...and apart from basic amenities like food and #medical aid, they provide #skill training to help members explore… https://t.co/mW7OICGTqT",1,0,2021-12-16 10:56:34+00:00
249,@ivinaynirmala @hiyer @beinglgbti @LgbtqIndia @lgbtqnation @AIDS_conference @ssimran1888 @meisabheena… https://t.co/MkX7uBJIuB,1,0,2021-12-15 12:48:28+00:00
250,@srinicorn @hiyer @beinglgbti @LgbtqIndia @lgbtqnation @AIDS_conference @ssimran1888 @meisabheena @huffpostqueer… https://t.co/C3w0SZdrHv,0,0,2021-12-15 11:25:42+00:00
251,@ivinaynirmala @hiyer @beinglgbti @LgbtqIndia @lgbtqnation @AIDS_conference @ssimran1888 @meisabheena… https://t.co/A9UfvaV9tx,0,0,2021-12-15 11:23:29+00:00
252,@ivinaynirmala @hiyer @beinglgbti @LgbtqIndia @lgbtqnation @AIDS_conference @ssimran1888 @meisabheena… https://t.co/gDzOp36B3u,1,0,2021-12-15 11:11:32+00:00
253,"DO NOT fucking mention having 'LGBT+' members when your app is so fucking femmephobic.  

🍆🖕🏾 @hiyer @beinglgbti… https://t.co/MtydL0MXD3",0,0,2021-12-15 10:58:43+00:00
254,"Hiring LGBT+ Talent - PAN India

Experience: 0 to 15 yrs 

Multiple Industries

View relevant opportunities at:… https://t.co/DBHSYAtx6T",0,0,2021-12-15 08:45:46+00:00
255,"RT @LgbtqIndia: Watch | The Kerala government releases an animated short film on sex education among children.
https://t.co/imAckmJORg",0,0,2021-12-15 07:06:27+00:00
256,"RT @LgbtqIndia: During COVID-19, trans people in India came together to keep each other alive https://t.co/3Y0HFk6Yf2 via @ConversationCA",0,0,2021-12-15 06:32:12+00:00
257,"RT @LgbtqIndia: Trans organiser of Karachi's climate march allegedly tortured, raped. Activists say she was picked up by armed men seeking…",0,0,2021-12-15 06:11:16+00:00
258,RT @LgbtqIndia: Take strict action against forced conversion of LGBTIQ community members: HC to Kerala govt https://t.co/s4fKfQyo3X,0,0,2021-12-15 06:03:33+00:00
259,"RT @LgbtqIndia: During COVID-19, trans people in India came together to keep each other alive https://t.co/3Y0HFk6Yf2 via @ConversationCA",0,0,2021-12-15 06:01:00+00:00
260,"RT @LgbtqIndia: During COVID-19, trans people in India came together to keep each other alive https://t.co/3Y0HFk6Yf2 via @ConversationCA",0,0,2021-12-15 05:50:33+00:00
261,@ndtvindia the fact that you decided to sensationalise her gender rather than her talent and creativity shows your… https://t.co/tnDNor29r7,0,0,2021-12-15 04:16:41+00:00
262,RT @LgbtqIndia: @Practo Here you go again. @Practo never learns from their past mistakes. Despite our repeated requests to disbar doctors o…,0,0,2021-12-15 03:17:49+00:00
263,@LgbtqIndia @Practo Our it's high time our Mental Health Systems wake up from deep sleep and embrace #LGBTQI+ commu… https://t.co/70mhEw4Pq6,1,0,2021-12-15 03:17:46+00:00
264,"RT @LgbtqIndia: Odisha government comes up with a draft policy for the transgender population that proposes equal education, employment, he…",0,0,2021-12-15 02:53:36+00:00
265,"RT @LgbtqIndia: Odisha government comes up with a draft policy for the transgender population that proposes equal education, employment, he…",0,0,2021-12-15 01:45:00+00:00
266,"RT @LgbtqIndia: Odisha government comes up with a draft policy for the transgender population that proposes equal education, employment, he…",0,0,2021-12-14 14:51:03+00:00
267,@chennaipride  @manuraj1983 https://t.co/jmeTJuk2HH,0,0,2021-12-14 12:02:30+00:00
268,"RT @LgbtqIndia: Odisha government comes up with a draft policy for the transgender population that proposes equal education, employment, he…",0,0,2021-12-14 12:02:00+00:00
269,"RT @LgbtqIndia: Odisha government comes up with a draft policy for the transgender population that proposes equal education, employment, he…",0,0,2021-12-14 10:50:55+00:00
270,RT @LgbtqIndia: The Lahore High Court (LHC) seeks replies on hiring of transgender persons in public sector https://t.co/Unn8qKGNFm,0,0,2021-12-14 07:01:00+00:00
271,"RT @LgbtqIndia: Tirupur transsexual couple seek police protection, as their parents opposed their marriage. https://t.co/PeXcMYSzyj via @ti…",0,0,2021-12-14 07:00:50+00:00
272,"RT @LgbtqIndia: Tirupur transsexual couple seek police protection, as their parents opposed their marriage. https://t.co/PeXcMYSzyj via @ti…",0,0,2021-12-14 06:54:19+00:00
273,"RT @aiqalgbtqia: Kindly click on the link to know the current situation about LGBTQIA+ community in Uttarpradesh. 

Link -:- https://t.co/W…",0,0,2021-12-14 05:45:10+00:00
274,RT @LgbtqIndia: Transwoman Saisha Shinde has designed Miss Universe 2021 Harnaaz Sandhu's gown. Details here https://t.co/yfSguctNPT via @i…,0,0,2021-12-14 01:57:12+00:00
275,"@MoHUA_India @pib_MoSJE @MSJEGOI  @NISD_India @NitishKumar @officecmbihar 
How the Pakistan giving equality for Tra… https://t.co/UyXFHinY6j",2,0,2021-12-14 00:42:13+00:00
276,"RT @LgbtqIndia: Being A Transwoman Herself, Screenwriter Gazal Dhaliwal Praises 'Chandigarh Kare Aashiqui' via @Indiatimes https://t.co/Cpr…",0,0,2021-12-13 21:46:14+00:00
277,"RT @aiqalgbtqia: Kindly click on the link to know the current situation about LGBTQIA+ community in Uttarpradesh. 

Link -:- https://t.co/W…",0,0,2021-12-13 19:21:38+00:00
278,RT @LgbtqIndia: Transwoman Saisha Shinde has designed Miss Universe 2021 Harnaaz Sandhu's gown. Details here https://t.co/yfSguctNPT via @i…,0,0,2021-12-13 15:38:41+00:00
279,"RT @aiqalgbtqia: Kindly click on the link to know the current situation about LGBTQIA+ community in Uttarpradesh. 

Link -:- https://t.co/W…",0,0,2021-12-13 14:12:01+00:00
280,"Kindly click on the link to know the current situation about LGBTQIA+ community in Uttarpradesh. 

Link -:-… https://t.co/ictqtsu9xy",6,3,2021-12-13 14:00:01+00:00
281,...shelter homes are run by transgender community-led organisations and provide skill training to help members expl… https://t.co/daS0C9Wd5p,1,0,2021-12-13 11:30:53+00:00
282,RT @LgbtqIndia: Transwoman Saisha Shinde has designed Miss Universe 2021 Harnaaz Sandhu's gown. Details here https://t.co/yfSguctNPT via @i…,0,0,2021-12-13 09:32:09+00:00
283,RT @LgbtqIndia: Increased self-testing could make a profound difference to managing AIDS in India: Dr. Jalpa Thakker  https://t.co/smwI7SMC…,0,0,2021-12-13 08:13:00+00:00
284,"RT @LgbtqIndia: Sindh becomes first province in Pakistan to reserve seats for transgender community, people of determination in local counc…",0,0,2021-12-13 08:12:31+00:00
285,"RT @LgbtqIndia: Sindh becomes first province in Pakistan to reserve seats for transgender community, people of determination in local counc…",0,0,2021-12-13 06:21:24+00:00
286,"RT @LgbtqIndia: Sindh becomes first province in Pakistan to reserve seats for transgender community, people of determination in local counc…",0,0,2021-12-13 06:15:40+00:00
287,RT @LgbtqIndia: Is Victorian morality clouding same-sex marriage law? https://t.co/HcPjuaDvU3 @deccanherald,0,0,2021-12-12 15:42:31+00:00
288,"RT @LgbtqIndia: Marginalisation not only occurs for members of lower castes, but also for particular genders or identities with specific se…",0,0,2021-12-12 14:29:13+00:00
289,RT @LgbtqIndia: Abhishek Kapoor on not casting a transgender person in Chandigarh Kare Aashiqui: ‘Why is everything legitimised by an actor…,0,0,2021-12-12 03:19:17+00:00
290,"Unfortunately these ""filmmakers and writer"" do not ever get that their cinema is surviving on and exploiting the op… https://t.co/LSbaW4P2vA",0,0,2021-12-11 16:48:16+00:00
291,This is really great that it's coming from a sitting justice of the supreme court. https://t.co/AsDywy5xJY,2,0,2021-12-11 11:35:30+00:00
292,"RT @GINindianUK: Lokesh @lowcashart found this great collection of resources for  LGBTQ+ people &amp; communities in India. 
Thank you so much…",0,0,2021-12-11 11:14:31+00:00
293,@GINindianUK @lowcashart @LgbtqIndia @joshi_london @totallyoutnow @BritishAsianLGB @nazandmatt @djritu1 @ashkotak… https://t.co/8EB4NVXX82,4,0,2021-12-11 11:03:03+00:00
294,RT @LgbtqIndia: My Mother’s Girlfriend is about a lesbian couple not seeking society’s approval https://t.co/TaEmvZTNTD,0,0,2021-12-11 10:28:26+00:00
295,"RT @LgbtqIndia: Tata Group company, Tata Consumer Products Ltd (TCPL), the maker of fast moving consumer goods such as Tata Tea, Tata Salt,…",0,0,2021-12-11 01:11:42+00:00
296,RT @LgbtqIndia: Nadira Mehrin becomes the first transwoman to enrol for a second post-graduation course under the Kerala government’s trans…,0,0,2021-12-11 01:10:42+00:00
297,RT @totallyoutnow: @GINindianUK @lowcashart @LgbtqIndia @joshi_london @BritishAsianLGB @nazandmatt @djritu1 @ashkotak @Laks_Mann Excellent.…,0,0,2021-12-10 15:16:17+00:00
298,RT @LgbtqIndia: Nadira Mehrin becomes the first transwoman to enrol for a second post-graduation course under the Kerala government’s trans…,0,0,2021-12-10 12:21:55+00:00
299,"...the #inclusion of the #lgbtqia community into #mainstream society. 
Help them cover the distance from… https://t.co/zICxq1HOMa",1,0,2021-12-10 11:17:52+00:00
300,@TheAhmedShariff I ahve always supported @gayindia @LgbtqIndia but seeing so many of them with such hatred tweets..… https://t.co/JYXpeAUnth,0,0,2021-12-10 09:52:37+00:00
301,"...by the #government.
Apply now -- more than 3800 certificates issued already!
To know more and to apply, visit:… https://t.co/d5o0BtLCjY",0,0,2021-12-10 09:49:16+00:00
302,RT @RSK65203477: @manuraj1983 @NadjaNadika @arundhatikatju good to hear that a judge is atleast willing to understand about it.. still a lo…,0,0,2021-12-10 09:39:39+00:00
303,"RT @GINindianUK: Lokesh @lowcashart found this great collection of resources for  LGBTQ+ people &amp; communities in India. 
Thank you so much…",0,0,2021-12-10 09:03:16+00:00
304,"RT @GINindianUK: Lokesh @lowcashart found this great collection of resources for  LGBTQ+ people &amp; communities in India. 
Thank you so much…",0,0,2021-12-09 19:27:42+00:00
305,RT @totallyoutnow: @GINindianUK @lowcashart @LgbtqIndia @joshi_london @BritishAsianLGB @nazandmatt @djritu1 @ashkotak @Laks_Mann Excellent.…,0,0,2021-12-09 19:26:54+00:00
306,"RT @GINindianUK: Lokesh @lowcashart found this great collection of resources for  LGBTQ+ people &amp; communities in India. 
Thank you so much…",0,0,2021-12-09 19:26:35+00:00
307,@GINindianUK @lowcashart @LgbtqIndia @joshi_london @BritishAsianLGB @nazandmatt @djritu1 @ashkotak @Laks_Mann Excel… https://t.co/Ljyf5EMduo,4,2,2021-12-09 19:26:28+00:00
308,"RT @GINindianUK: Lokesh @lowcashart found this great collection of resources for  LGBTQ+ people &amp; communities in India. 
Thank you so much…",0,0,2021-12-09 19:25:55+00:00
309,"Lokesh @lowcashart found this great collection of resources for  LGBTQ+ people &amp; communities in India. 
Thank you s… https://t.co/Qc6fgYsWqN",11,5,2021-12-09 19:25:15+00:00
310,"RT @LgbtqIndia: Tata Group company, Tata Consumer Products Ltd (TCPL), the maker of fast moving consumer goods such as Tata Tea, Tata Salt,…",0,0,2021-12-09 17:29:02+00:00
311,"RT @LgbtqIndia: Tata Group company, Tata Consumer Products Ltd (TCPL), the maker of fast moving consumer goods such as Tata Tea, Tata Salt,…",0,0,2021-12-09 14:00:11+00:00
312,"RT @LgbtqIndia: Tata Group company, Tata Consumer Products Ltd (TCPL), the maker of fast moving consumer goods such as Tata Tea, Tata Salt,…",0,0,2021-12-09 11:59:56+00:00
313,RT @LgbtqIndia: TN photographer Jaisingh Nageswaran collaborates with a Bengaluru-based collective — Maraa and a trans community organisati…,0,0,2021-12-09 07:21:56+00:00
314,...are one of the most #marginalised groups in our society. The session included a detailed presentation on the… https://t.co/5qrgkAawMn,1,0,2021-12-09 07:11:18+00:00
315,"...#livelihood opportunities. 
To know more about Garima Greh and their locations, visit: https://t.co/xnBPKLxkxP… https://t.co/jczFy5MH6q",1,0,2021-12-09 06:40:04+00:00
316,RT @LgbtqIndia: Tamil Nadu Govt Considering Amendments In Police Conduct Rules To Prevent Harassment Of LGBTQIA+ Community: State Tells Mad…,0,0,2021-12-09 05:52:43+00:00
317,"RT @LgbtqIndia: Same-sex relationships have been growing in numbers, with partners ready to move out of their marriages.
https://t.co/RkYtK…",0,0,2021-12-08 18:37:08+00:00
318,"RT @LgbtqIndia: Marginalisation not only occurs for members of lower castes, but also for particular genders or identities with specific se…",0,0,2021-12-08 16:48:54+00:00
319,RT @LgbtqIndia: Faraz Arif Ansari: My aim is to make an LGBTQ film with a superstar. @futterwackening  https://t.co/AnfgMu3Nfw,0,0,2021-12-08 16:29:36+00:00
320,@LgbtqIndia @TheSiasatDaily I keep swaying between appreciating and hating Justice Chandrachud.,1,0,2021-12-08 16:13:57+00:00
321,"RT @LgbtqIndia: Marginalisation not only occurs for members of lower castes, but also for particular genders or identities with specific se…",0,0,2021-12-08 16:12:55+00:00
322,RT @LgbtqIndia: Tamil Nadu Govt Considering Amendments In Police Conduct Rules To Prevent Harassment Of LGBTQIA+ Community: State Tells Mad…,0,0,2021-12-08 11:23:02+00:00
323,"@LgbtqIndia *
CM @MKstalin के नेतृत्व में तमिलनाडु सरकार बहुत ही उम्दा काम कर रही है ।
DMK की सहयोगी कांग्रेस को बा… https://t.co/A7v6d5mXls",0,0,2021-12-08 11:22:55+00:00
324,RT @LgbtqIndia: Tamil Nadu Govt Considering Amendments In Police Conduct Rules To Prevent Harassment Of LGBTQIA+ Community: State Tells Mad…,0,0,2021-12-08 08:57:04+00:00
325,"RT @LgbtqIndia: Same-sex relationships have been growing in numbers, with partners ready to move out of their marriages.
https://t.co/RkYtK…",0,0,2021-12-08 08:57:04+00:00
326,"RT @LgbtqIndia: Same-sex relationships have been growing in numbers, with partners ready to move out of their marriages.
https://t.co/RkYtK…",0,0,2021-12-08 07:48:44+00:00
327,RT @LgbtqIndia: Tamil Nadu Govt Considering Amendments In Police Conduct Rules To Prevent Harassment Of LGBTQIA+ Community: State Tells Mad…,0,0,2021-12-08 07:40:15+00:00
328,RT @LgbtqIndia: Tamil Nadu Govt Considering Amendments In Police Conduct Rules To Prevent Harassment Of LGBTQIA+ Community: State Tells Mad…,0,0,2021-12-08 07:37:31+00:00
329,"RT @LgbtqIndia: With the NCERT curriculum coming under fire for trying to normalise queerness, could children’s fiction step in to help you…",0,0,2021-12-07 15:52:44+00:00
